val/loss/rec,val/kl_loss,val/loss/total,val/loss/nll,val/loss/g,val/scalars/logvar,val/scalars/d_weight,val/loss/disc,val/logits/real,val/logits/fake,val/metrics/psnr,val/metrics/ssim,val_ema/loss/rec,val_ema/kl_loss,val_ema/loss/total,val_ema/loss/nll,val_ema/loss/g,val_ema/scalars/logvar,val_ema/scalars/d_weight,val_ema/loss/disc,val_ema/logits/real,val_ema/logits/fake,val_ema/metrics/psnr,val_ema/metrics/ssim,epoch,step,lr-Adam,lr-Adam-1,train/kl_loss_step,train/loss/total_step,train/loss/nll_step,train/loss/rec_step,train/loss/g_step,train/scalars/logvar_step,train/scalars/d_weight_step,train/loss/disc_step,train/logits/real_step,train/logits/fake_step,train/kl_loss_epoch,train/loss/total_epoch,train/loss/nll_epoch,train/loss/rec_epoch,train/loss/g_epoch,train/scalars/logvar_epoch,train/scalars/d_weight_epoch,train/loss/disc_epoch,train/logits/real_epoch,train/logits/fake_epoch
,,,,,,,,,,,,,,,,,,,,,,,,,21049,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,21049,,,717.378662109375,15363.61328125,15166.869140625,0.26646631956100464,-0.1376953125,-0.048195138573646545,3781.066162109375,0.97265625,0.1005859375,0.03466796875,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21099,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,21099,,,777.2845458984375,16585.609375,16111.0595703125,0.28026968240737915,-0.060546875,-0.04830518364906311,5000.0,0.953125,0.05615234375,-0.048583984375,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21149,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,21149,,,755.1666870117188,15812.4599609375,14880.6064453125,0.2624559998512268,0.052978515625,-0.04841555282473564,3335.060302734375,0.9140625,0.224609375,0.0341796875,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21199,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,21199,,,719.379150390625,16389.4609375,15002.263671875,0.2643008828163147,0.2158203125,-0.04852636530995369,3094.326904296875,0.875,0.04248046875,-0.2236328125,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,21215,,,,,,,,,,,,,736.9368896484375,16330.3984375,15437.84765625,0.270351767539978,0.052456725388765335,-0.04811399430036545,3508.8427734375,0.9229281544685364,0.11911244690418243,-0.04997159168124199
,,,,,,,,,,,,,,,,,,,,,,,,,21249,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,52,21249,,,704.974609375,16125.5185546875,15476.916015625,0.27127596735954285,-0.0184326171875,-0.04863717034459114,3058.291748046875,0.9453125,0.13671875,0.0181884765625,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21299,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,52,21299,,,775.928955078125,16418.69140625,15481.81640625,0.27142229676246643,0.04638671875,-0.04874749109148979,3469.65576171875,0.94921875,0.10888671875,-0.0038909912109375,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21349,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,52,21349,,,709.22412109375,16745.673828125,15641.2333984375,0.27381432056427,0.1181640625,-0.048858314752578735,3344.639404296875,0.8984375,0.10791015625,-0.10888671875,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21399,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,52,21399,,,775.0377197265625,16261.5673828125,15620.4111328125,0.2735867500305176,-0.0419921875,-0.04896887391805649,3188.2607421875,0.9375,0.1865234375,0.045166015625,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21449,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
